40.7138,-74.0139,1,0
40.711,-74.0144,1,0
40.7129,-74.014,1,0
40.7152,-74.0132,1,0
40.7171,-74.0128,1,0
40.719,-74.0123,1,0
40.7216,-74.0118,1,0
40.7236,-74.0114,1,0
40.7262,-74.0109,1,0
40.7262,-74.0109,1,0
40.7298,-74.0105,1,0
40.7324,-74.0102,1,0
40.7345,-74.01,1,0
40.736,-74.0099,1,0
40.7388,-74.0099,1,0
40.7388,-74.0099,1,0
40.7424,-74.0087,1,0
40.7447,-74.0082,1,0
40.7468,-74.0079,1,0
40.7482,-74.0077,1,0
40.7503,-74.0083,1,0
40.7517,-74.0078,0,2
40.7508,-74.0056,0,0
40.75,-74.0062,0,0
40.7484,-74.0037,1,1
40.7472,-74.0009,1,0
40.7465,-74.0014,2,1
40.7477,-74.0042,2,0
40.7459,-74.0019,2,0
40.7441,-74.0032,2,0
40.7421,-74.0046,1,2
40.7409,-74.0051,1,0
40.7404,-74.002,1,0
40.7423,-74.0007,1,0
40.744,-73.9994,3,1
40.746,-73.998,3,0
40.746,-73.998,3,0
40.7448,-73.9952,3,0
40.7436,-73.9923,2,2
40.7416,-73.9896,2,0
40.7397,-73.9909,1,2
40.7378,-73.9901,2,1
40.7377,-73.9881,2,0
40.7395,-73.9868,2,0
40.7408,-73.9858,2,0
40.7395,-73.9827,1,2
40.7375,-73.9841,1,0
40.7358,-73.9854,1,0
40.734,-73.9867,1,0
40.732,-73.9882,1,0
40.7301,-73.9895,1,0
40.7312,-73.9919,1,0
40.7296,-73.9933,1,0
40.7278,-73.9948,1,0
40.7265,-73.9958,0,2
40.7257,-73.9938,0,0
40.7256,-73.992,0,0
40.7278,-73.9913,0,0
40.7274,-73.9885,1,1
40.7256,-73.9899,1,0
40.7243,-73.9908,1,0
40.7256,-73.992,1,0
40.7278,-73.9913,1,0
40.7301,-73.9895,1,0
40.732,-73.9882,2,1
40.7333,-73.9872,3,1
40.7323,-73.9849,3,0
40.734,-73.9867,3,0
40.7352,-73.9858,3,0
40.7366,-73.9891,3,0
40.7371,-73.9885,2,2
40.7389,-73.9872,2,0
40.7402,-73.9864,2,0
40.7416,-73.9896,1,2
