40.7238,-74.0079,0,0
40.7238,-74.0079,0,0
40.7238,-74.0079,0,0
40.7238,-74.0079,0,0
40.7238,-74.0079,0,0
40.7259,-74.0076,1,1
40.7273,-74.0073,1,0
40.7295,-74.007,1,0
40.7299,-74.004,1,0
40.7311,-74.0014,1,0
40.7323,-74.0005,1,0
40.7304,-74.0001,2,1
40.7317,-74.001,2,0
40.7337,-73.9995,2,0
40.7354,-73.9983,2,0
40.7374,-73.9968,2,0
40.7393,-73.9954,2,0
40.7416,-73.9937,2,0
40.7429,-73.9928,2,0
40.7416,-73.9896,2,0
40.7415,-73.9875,2,0
40.7434,-73.9861,2,0
40.7452,-73.9848,1,2
40.7471,-73.9834,2,1
40.7491,-73.982,2,0
40.7509,-73.9807,2,0
40.7521,-73.9798,2,0
40.7541,-73.9783,2,0
40.7547,-73.9759,2,0
40.7556,-73.9761,3,1
40.7572,-73.976,3,0
40.7591,-73.9747,3,0
40.7604,-73.9738,3,0
40.7609,-73.9711,3,0
40.7629,-73.9697,3,0
40.7647,-73.9683,3,0
40.7666,-73.9669,3,0
40.7685,-73.9656,3,0
40.7704,-73.9642,3,0
40.7724,-73.9627,3,0
40.7743,-73.9613,3,0
40.7763,-73.9599,3,0
40.7782,-73.9585,3,0
40.7782,-73.9565,3,0
40.7775,-73.9549,2,2
40.7759,-73.9532,1,2
40.7753,-73.9536,1,0
40.7743,-73.9513,1,0
40.7727,-73.9495,0,2
40.7714,-73.9504,0,0
40.7695,-73.9519,0,0
40.7675,-73.9532,0,0
40.7656,-73.9547,0,0
40.7649,-73.9552,1,1
40.763,-73.9565,1,0
40.7612,-73.9579,1,0
40.7609,-73.9573,1,0
40.7593,-73.9582,1,0
40.7593,-73.9582,1,0
40.7552,-73.9618,1,0
40.7529,-73.964,0,2
40.7525,-73.9649,1,1
40.7545,-73.9657,1,0
40.7564,-73.9643,1,0
40.7554,-73.9621,1,0
40.7557,-73.9648,1,0
40.7564,-73.9643,1,0
40.7567,-73.9612,1,0
40.7587,-73.9597,1,0
40.7605,-73.9584,1,0
40.7609,-73.9573,1,0
40.7593,-73.9582,0,2
40.7593,-73.9582,0,0
40.7593,-73.9582,0,0
40.7549,-73.9629,0,0
40.7564,-73.9643,0,0
40.7576,-73.9634,0,0
40.7593,-73.9653,0,0
40.758,-73.9662,0,0
40.7561,-73.9676,1,1
40.7564,-73.9703,1,0
40.7565,-73.9724,1,0
40.7564,-73.9703,1,0
40.7565,-73.9724,1,0
40.7546,-73.9737,1,0
40.7533,-73.9726,1,0
40.7552,-73.9712,1,0
40.7571,-73.9698,1,0
40.759,-73.9685,1,0
40.761,-73.967,1,0
40.7628,-73.9657,1,0
40.7647,-73.9643,1,0
40.7666,-73.9629,1,0
40.7685,-73.9615,1,0
40.7697,-73.9606,1,0
40.7717,-73.9592,1,0
40.7736,-73.9578,1,0
40.7756,-73.9563,1,0
40.7775,-73.9549,1,0
40.7795,-73.9535,1,0
40.7814,-73.9521,1,0
40.7833,-73.9508,1,0
40.7852,-73.9493,1,0
40.7871,-73.9479,1,0
40.789,-73.9465,1,0
40.7909,-73.9452,1,0
40.7922,-73.9442,1,0
40.7929,-73.9437,0,2
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7929,-73.9437,0,0
40.7935,-73.9433,0,0
40.7929,-73.9458,0,0
40.7909,-73.9472,0,0
40.7891,-73.9486,1,1
40.7872,-73.95,1,0
40.7852,-73.9514,1,0
40.7833,-73.9528,1,0
40.7814,-73.9542,1,0
40.7795,-73.9556,1,0
40.7775,-73.957,1,0
40.7756,-73.9584,1,0
40.7736,-73.9599,1,0
40.7717,-73.9613,1,0
40.7704,-73.9622,1,0
40.7685,-73.9636,1,0
40.7666,-73.965,1,0
40.7647,-73.9664,1,0
40.7629,-73.9677,1,0
40.7609,-73.9691,1,0
40.759,-73.9705,1,0
40.7577,-73.9715,1,0
40.7561,-73.9676,2,1
40.7542,-73.969,3,1
40.7552,-73.9712,3,0
40.7552,-73.9733,3,0
40.7534,-73.9746,3,0
40.7515,-73.976,3,0
40.7495,-73.9774,3,0
40.7477,-73.9788,3,0
40.7464,-73.9797,3,0
40.7445,-73.9811,3,0
40.7446,-73.9832,3,0
40.7427,-73.9846,3,0
40.7409,-73.9859,3,0
40.7389,-73.9874,3,0
40.7366,-73.9891,3,0
40.7354,-73.99,3,0
40.7352,-73.9917,3,0
40.736,-73.9936,3,0
40.7374,-73.9968,2,2
40.7386,-73.9997,2,0
40.7366,-74.0011,2,0
40.7343,-74.0024,2,0
40.7334,-74.0044,1,2
40.7329,-74.0075,1,0
40.7319,-74.0088,1,0
40.7297,-74.0092,1,0
40.7291,-74.0108,1,0
40.7291,-74.0108,1,0
40.7252,-74.0113,1,0
40.7224,-74.0119,1,0
40.7203,-74.0123,1,0
40.7203,-74.0123,1,0
40.7177,-74.0141,1,0
40.7156,-74.0156,1,0
40.7151,-74.0159,0,2
40.7144,-74.0134,1,1
40.7171,-74.0128,1,0
40.7203,-74.0123,1,0
40.7177,-74.0141,1,0
40.7156,-74.0156,1,0
40.7151,-74.0159,0,2
40.7144,-74.0134,1,1
40.7171,-74.0128,1,0
40.719,-74.0123,1,0
40.7203,-74.012,1,0
40.723,-74.0115,1,0
40.7252,-74.011,1,0
40.726,-74.0091,1,0
40.7282,-74.0087,1,0
40.7303,-74.0082,1,0
40.7318,-74.0078,1,0
40.7343,-74.0072,1,0
40.7364,-74.0066,1,0
40.7388,-74.0065,1,0
40.7403,-74.0059,1,0
40.7415,-74.0087,3,1
40.7403,-74.008,3,0
40.7409,-74.0053,3,0
40.7409,-74.0051,3,0
40.7411,-74.0016,3,0
40.7428,-74.0003,3,0
40.7449,-73.9988,3,0
40.7466,-73.9976,3,0
40.7484,-73.9962,3,0
40.7503,-73.9948,3,0
40.7522,-73.9935,3,0
40.7541,-73.9921,3,0
40.7559,-73.9907,3,0
40.7579,-73.9893,3,0
40.7598,-73.9879,4,1
40.7617,-73.9866,4,0
40.7635,-73.9852,2,2
40.7654,-73.9838,2,0
40.7667,-73.9829,1,2
40.7655,-73.98,1,0
40.7667,-73.9829,1,0
40.7683,-73.9815,1,0
40.7699,-73.9806,1,0
40.7718,-73.9792,1,0
40.7737,-73.9778,1,0
40.7755,-73.9765,1,0
40.7775,-73.975,1,0
40.7795,-73.9736,1,0
40.7795,-73.9736,1,0
40.7833,-73.9708,1,0
40.7853,-73.9694,1,0
40.7559,-73.9907,3,1
40.7579,-73.9893,3,0
40.7598,-73.9879,4,1
40.7617,-73.9866,4,0
40.7635,-73.9852,2,2
40.7654,-73.9838,2,0
40.7667,-73.9829,1,2
40.7655,-73.98,1,0
40.7667,-73.9829,1,0
40.7683,-73.9815,1,0
40.7699,-73.9806,1,0
40.7718,-73.9792,1,0
40.7737,-73.9778,1,0
40.7755,-73.9765,1,0
40.7775,-73.975,1,0
40.7559,-73.9907,3,1
40.7579,-73.9893,3,0
40.7598,-73.9879,4,1
40.7617,-73.9866,4,0
40.7635,-73.9852,2,2
40.7654,-73.9838,2,0
40.7667,-73.9829,1,2
40.7655,-73.98,1,0
40.7667,-73.9829,1,0
40.7683,-73.9815,1,0
40.7699,-73.9806,1,0
40.7718,-73.9792,1,0
40.7737,-73.9778,1,0
40.7755,-73.9765,1,0
40.7775,-73.975,1,0
40.7795,-73.9736,1,0
40.7795,-73.9736,1,0
40.7833,-73.9708,1,0
40.7853,-73.9694,1,0
40.7872,-73.9679,1,0
40.7891,-73.9666,1,0
40.791,-73.9652,1,0
40.7924,-73.9642,1,0
40.7942,-73.9629,1,0
40.7961,-73.9615,1,0
40.798,-73.96,1,0
40.8,-73.9586,1,0
40.8005,-73.9579,1,0
40.8006,-73.9543,1,0
40.8025,-73.9529,1,0
40.8045,-73.9515,1,0
40.8064,-73.9501,1,0
40.8077,-73.9494,0,2
40.8077,-73.9494,0,0
40.8064,-73.9503,0,0
40.8046,-73.9517,0,0
40.8033,-73.9528,0,0
40.8037,-73.9559,0,0
40.8031,-73.9563,0,0
40.8031,-73.9563,0,0
40.8031,-73.9563,0,0
40.8031,-73.9563,0,0
40.8019,-73.9572,0,0
40.8012,-73.9577,0,0
40.8012,-73.9596,1,1
40.8031,-73.9582,1,0
40.805,-73.9568,1,0
40.8063,-73.9559,1,0
40.8057,-73.9544,0,2
40.807,-73.9535,0,0
40.8064,-73.954,0,0
40.8044,-73.9554,0,0
40.8025,-73.9568,0,0
40.8007,-73.9585,0,0
40.8,-73.9605,0,0
40.798,-73.962,0,0
40.7979,-73.9639,0,0
40.7979,-73.9639,0,0
40.7955,-73.9656,0,0
40.7922,-73.968,0,0
40.7903,-73.9694,0,0
40.7884,-73.9708,0,0
40.7872,-73.9717,0,0
40.7852,-73.9731,0,0
40.7832,-73.9745,0,0
40.7813,-73.976,0,0
40.7794,-73.9774,0,0
40.7774,-73.9788,0,0
40.7755,-73.9802,0,0
40.7736,-73.9816,0,0
40.7717,-73.983,0,0
40.7698,-73.9843,1,1
40.7686,-73.9852,1,0
40.7671,-73.9817,1,0
